gene_short_name	num_cells_expressed
WI2-80269A6.1	WI2-80269A6.1	0
XX-FW80269A6.1	XX-FW80269A6.1	0
PASD1	PASD1	0
PRRG3	PRRG3	0
FATE1	FATE1	0
CNGA2	CNGA2	0
RP11-366F6.2	RP11-366F6.2	0
MAGEA4	MAGEA4	0
GABRE	GABRE	0
MAGEA10	MAGEA10	0
RP11-329E24.6	RP11-329E24.6	0
GABRA3	GABRA3	0
GABRQ	GABRQ	0
MAGEA6	MAGEA6	0
CSAG3	CSAG3	0
MAGEA2B	MAGEA2B	0
RP1-14D6.7	RP1-14D6.7	0
MAGEA12	MAGEA12	0
CSAG1	CSAG1	0
MAGEA2	MAGEA2	0
CSAG2	CSAG2	0
MAGEA3	MAGEA3	0
CETN2	CETN2	21
NSDHL	NSDHL	5
ZNF185	ZNF185	0
PNMA5	PNMA5	3
PNMA3	PNMA3	0
PNMA6C	PNMA6C	1
PNMA6A	PNMA6A	0
PNMA6D	PNMA6D	0
PNMA6B	PNMA6B	0
U82670.4	U82670.4	0
MAGEA1	MAGEA1	0
ZNF275	ZNF275	2
ZFP92	ZFP92	0
U82695.10	U82695.10	0
TREX2	TREX2	0
HAUS7	HAUS7	14
U82695.9	U82695.9	0
BGN	BGN	0
ATP2B3	ATP2B3	0
FAM58A	FAM58A	52
RP11-66N11.8	RP11-66N11.8	5
RP11-66N11.7	RP11-66N11.7	0
DUSP9	DUSP9	0
PNCK	PNCK	0
SLC6A8	SLC6A8	0
BCAP31	BCAP31	122
ABCD1	ABCD1	4
U52111.14	U52111.14	0
PLXNB3	PLXNB3	0
SRPK3	SRPK3	0
IDH3G	IDH3G	90
SSR4	SSR4	356
PDZD4	PDZD4	0
L1CAM	L1CAM	0
LCA10	LCA10	0
AVPR2	AVPR2	0
ARHGAP4	ARHGAP4	60
NAA10	NAA10	117
RENBP	RENBP	19
HCFC1	HCFC1	13
HCFC1-AS1	HCFC1-AS1	1
TMEM187	TMEM187	14
IRAK1	IRAK1	8
MECP2	MECP2	24
OPN1LW	OPN1LW	0
TEX28P2	TEX28P2	0
OPN1MW	OPN1MW	0
TEX28P1	TEX28P1	0
OPN1MW2	OPN1MW2	0
TEX28	TEX28	0
TKTL1	TKTL1	8
XX-FW83128A1.2	XX-FW83128A1.2	1
FLNA	FLNA	68
EMD	EMD	64
RPL10	RPL10	800
DNASE1L1	DNASE1L1	4
TAZ	TAZ	42
ATP6AP1	ATP6AP1	26
GDI1	GDI1	32
FAM50A	FAM50A	52
PLXNA3	PLXNA3	3
LAGE3	LAGE3	74
UBL4A	UBL4A	31
SLC10A3	SLC10A3	15
FAM3A	FAM3A	20
G6PD	G6PD	21
IKBKG	IKBKG	0
CTAG1A	CTAG1A	0
CTAG1B	CTAG1B	0
CTAG2	CTAG2	0
GAB3	GAB3	5
DKC1	DKC1	30
MPP1	MPP1	8
SMIM9	SMIM9	0
F8	F8	0
H2AFB1	H2AFB1	0
F8A1	F8A1	70
FUNDC2	FUNDC2	76
MTCP1	MTCP1	0
CMC4	CMC4	11
BRCC3	BRCC3	13
VBP1	VBP1	59
RAB39B	RAB39B	6
CLIC2	CLIC2	0
RP13-228J13.1	RP13-228J13.1	0
H2AFB2	H2AFB2	0
F8A2	F8A2	0
F8A3	F8A3	0
H2AFB3	H2AFB3	0
TMLHE-AS1	TMLHE-AS1	0
RP11-218L14.4	RP11-218L14.4	0
TMLHE	TMLHE	6
SPRY3	SPRY3	0
VAMP7	VAMP7	19
IL9R	IL9R	0
WASIR1	WASIR1	0
AC144568.2	AC144568.2	0
OR4F21	OR4F21	0
RP11-585F1.10	RP11-585F1.10	0
ZNF596	ZNF596	0
RP5-855D21.1	RP5-855D21.1	0
RP5-855D21.2	RP5-855D21.2	0
FAM87A	FAM87A	0
FBXO25	FBXO25	26
RP11-91J19.3	RP11-91J19.3	0
RP11-91J19.4	RP11-91J19.4	0
TDRP	TDRP	0
ERICH1	ERICH1	80
ERICH1-AS1	ERICH1-AS1	0
CTD-2281E23.3	CTD-2281E23.3	0
CTD-2281E23.1	CTD-2281E23.1	0
AF067845.1	AF067845.1	0
DLGAP2	DLGAP2	0
RP11-666I19.2	RP11-666I19.2	0
CLN8	CLN8	15
CTD-2336O2.1	CTD-2336O2.1	23
ARHGEF10	ARHGEF10	0
KBTBD11-OT1	KBTBD11-OT1	0
RP11-439C15.4	RP11-439C15.4	0
KBTBD11	KBTBD11	1
RP11-439C15.5	RP11-439C15.5	0
RP11-1049H7.2	RP11-1049H7.2	0
MYOM2	MYOM2	3
AC133633.2	AC133633.2	0
AC133633.1	AC133633.1	0
RP11-378A12.1	RP11-378A12.1	0
RP11-134O21.1	RP11-134O21.1	0
GS1-57L11.1	GS1-57L11.1	0
CSMD1	CSMD1	0
RP5-991O23.1	RP5-991O23.1	0
RP11-281H11.1	RP11-281H11.1	0
RP11-158A14.1	RP11-158A14.1	0
RP11-124B13.1	RP11-124B13.1	0
RP11-115C21.2	RP11-115C21.2	9
MCPH1	MCPH1	10
ANGPT2	ANGPT2	0
CTD-2541M15.3	CTD-2541M15.3	0
CTD-2541M15.1	CTD-2541M15.1	2
CTD-2541M15.4	CTD-2541M15.4	0
AGPAT5	AGPAT5	5
GS1-24F4.2	GS1-24F4.2	0
DEFB1	DEFB1	0
DEFA6	DEFA6	0
GS1-24F4.3	GS1-24F4.3	0
DEFA4	DEFA4	0
DEFA1	DEFA1	0
DEFA1B	DEFA1B	0
DEFA3	DEFA3	0
DEFA5	DEFA5	0
FAM66B	FAM66B	0
ZNF705G	ZNF705G	0
DEFB4B	DEFB4B	0
DEFB103B	DEFB103B	0
SPAG11B	SPAG11B	0
DEFB104B	DEFB104B	0
DEFB106B	DEFB106B	0
DEFB105B	DEFB105B	0
DEFB107B	DEFB107B	0
PRR23D1	PRR23D1	0
PRR23D2	PRR23D2	0
DEFB107A	DEFB107A	0
DEFB105A	DEFB105A	0
DEFB106A	DEFB106A	0
DEFB104A	DEFB104A	0
SPAG11A	SPAG11A	0
DEFB103A	DEFB103A	0
DEFB4A	DEFB4A	0
ZNF705B	ZNF705B	0
FAM66E	FAM66E	0
FAM85B	FAM85B	0
LRLE1	LRLE1	0
SGK223	SGK223	12
CTA-398F10.1	CTA-398F10.1	0
CTA-398F10.2	CTA-398F10.2	0
CTD-3023L14.3	CTD-3023L14.3	0
CTD-3023L14.1	CTD-3023L14.1	0
CTD-3023L14.2	CTD-3023L14.2	0
CLDN23	CLDN23	0
RP11-211C9.1	RP11-211C9.1	0
MFHAS1	MFHAS1	1
ERI1	ERI1	3
PPP1R3B	PPP1R3B	1
RP11-10A14.3	RP11-10A14.3	0
RP11-10A14.4	RP11-10A14.4	0
RP11-10A14.6	RP11-10A14.6	0
RP11-10A14.5	RP11-10A14.5	0
RP11-115J16.1	RP11-115J16.1	0
RP11-10A14.7	RP11-10A14.7	0
RP11-115J16.3	RP11-115J16.3	0
RP11-115J16.2	RP11-115J16.2	0
RP11-375N15.2	RP11-375N15.2	0
TNKS	TNKS	4
LINC00599	LINC00599	0
RP11-1E4.1	RP11-1E4.1	0
MSRA	MSRA	33
RP11-981G7.2	RP11-981G7.2	0
RP11-981G7.3	RP11-981G7.3	0
PRSS51	PRSS51	0
RP11-981G7.6	RP11-981G7.6	0
PRSS55	PRSS55	0
RP1L1	RP1L1	0
C8orf74	C8orf74	0
SOX7	SOX7	0
SOX7.1	SOX7.1	0
CTD-2135J3.3	CTD-2135J3.3	0
PINX1	PINX1	13
RP11-177H2.2	RP11-177H2.2	0
XKR6	XKR6	4
AF131215.6	AF131215.6	1
AF131215.5	AF131215.5	0
AF131215.8	AF131215.8	0
LINC00529	LINC00529	0
MTMR9	MTMR9	16
AF131216.6	AF131216.6	0
SLC35G5	SLC35G5	0
AF131216.5	AF131216.5	0
C8orf12	C8orf12	0
FAM167A	FAM167A	0
BLK	BLK	105
RP11-148O21.6	RP11-148O21.6	0
RP11-148O21.3	RP11-148O21.3	0
RP11-148O21.4	RP11-148O21.4	0
RP11-148O21.2	RP11-148O21.2	0
LINC00208	LINC00208	0
GATA4	GATA4	0
C8orf49	C8orf49	0
NEIL2	NEIL2	8
FDFT1	FDFT1	72
RP11-297N6.4	RP11-297N6.4	1
CTSB	CTSB	31
DEFB136	DEFB136	0
DEFB135	DEFB135	0
DEFB134	DEFB134	0
RP11-481A20.11	RP11-481A20.11	0
DEFB130	DEFB130	0
ZNF705D	ZNF705D	0
FAM66D	FAM66D	2
USP17L2	USP17L2	0
FAM86B1	FAM86B1	0
FAM85A	FAM85A	0
DEFB130.1	DEFB130.1	0
LINC00965	LINC00965	0
FAM86B2	FAM86B2	0
RP11-419I17.1	RP11-419I17.1	0
LONRF1	LONRF1	6
RP11-252C15.1	RP11-252C15.1	0
LINC00681	LINC00681	0
KIAA1456	KIAA1456	0
DLC1	DLC1	0
RP11-10C8.2	RP11-10C8.2	0
RP11-145O15.3	RP11-145O15.3	0
C8orf48	C8orf48	0
RP11-480O10.1	RP11-480O10.1	0
SGCZ	SGCZ	0
RP11-3G21.1	RP11-3G21.1	0
TUSC3	TUSC3	0
RP11-77B22.2	RP11-77B22.2	0
MSR1	MSR1	0
RP11-13N12.2	RP11-13N12.2	0
RP11-13N12.1	RP11-13N12.1	0
FGF20	FGF20	0
MICU3	MICU3	11
RP11-468H14.2	RP11-468H14.2	0
ZDHHC2	ZDHHC2	2
RP11-242F4.2	RP11-242F4.2	0
CNOT7	CNOT7	54
VPS37A	VPS37A	9
MTMR7	MTMR7	0
SLC7A2	SLC7A2	0
PDGFRL	PDGFRL	0
MTUS1	MTUS1	4
RP11-326L2.1	RP11-326L2.1	0
RP11-156K13.1	RP11-156K13.1	0
FGL1	FGL1	0
RP11-156K13.2	RP11-156K13.2	0
RP11-156K13.3	RP11-156K13.3	0
PCM1	PCM1	28
ASAH1	ASAH1	60
CTD-2547L16.1	CTD-2547L16.1	1
NAT1	NAT1	2
NAT2	NAT2	0
PSD3	PSD3	1
RP11-161I2.1	RP11-161I2.1	0
RP11-420B22.1	RP11-420B22.1	0
RP11-1080G15.1	RP11-1080G15.1	0
RP11-1080G15.2	RP11-1080G15.2	0
RP11-618M23.2	RP11-618M23.2	0
RP11-618M23.4	RP11-618M23.4	0
SH2D4A	SH2D4A	2
CSGALNACT1	CSGALNACT1	8
RP11-1105O14.1	RP11-1105O14.1	0
INTS10	INTS10	34
LPL	LPL	0
AC100802.3	AC100802.3	0
SLC18A1	SLC18A1	0
ATP6V1B2	ATP6V1B2	11
LZTS1	LZTS1	0
LZTS1-AS1	LZTS1-AS1	0
RP11-563N12.2	RP11-563N12.2	0
RP11-108E14.1	RP11-108E14.1	0
RP11-369E15.1	RP11-369E15.1	0
RP11-369E15.3	RP11-369E15.3	0
RP11-369E15.4	RP11-369E15.4	0
RP11-369E15.2	RP11-369E15.2	0
RP11-421P23.1	RP11-421P23.1	0
RP11-421P23.2	RP11-421P23.2	0
RP11-24P4.1	RP11-24P4.1	0
GFRA2	GFRA2	0
DOK2	DOK2	71
XPO7	XPO7	6
NPM2	NPM2	1
FGF17	FGF17	0
DMTN	DMTN	2
FAM160B2	FAM160B2	6
NUDT18	NUDT18	9
HR	HR	0
REEP4	REEP4	9
LGI3	LGI3	0
SFTPC	SFTPC	0
BMP1	BMP1	0
PHYHIP	PHYHIP	0
POLR3D	POLR3D	16
CTD-2530N21.4	CTD-2530N21.4	0
PIWIL2	PIWIL2	0
SLC39A14	SLC39A14	0
PPP3CC	PPP3CC	58
RP11-582J16.4	RP11-582J16.4	0
SORBS3	SORBS3	11
RP11-582J16.3	RP11-582J16.3	0
PDLIM2	PDLIM2	113
AC037459.4	AC037459.4	0
C8orf58	C8orf58	6
CCAR2	CCAR2	12
RP11-582J16.5	RP11-582J16.5	0
BIN3	BIN3	32
EGR3	EGR3	1
PEBP4	PEBP4	1
RP11-87E22.2	RP11-87E22.2	0
RP11-875O11.1	RP11-875O11.1	3
RHOBTB2	RHOBTB2	9
TNFRSF10B	TNFRSF10B	6
RP11-875O11.2	RP11-875O11.2	0
RP11-875O11.3	RP11-875O11.3	0
TNFRSF10C	TNFRSF10C	0
TNFRSF10D	TNFRSF10D	1
RP11-1149O23.2	RP11-1149O23.2	0
TNFRSF10A	TNFRSF10A	10
RP11-1149O23.4	RP11-1149O23.4	0
CHMP7	CHMP7	33
R3HCC1	R3HCC1	25
LOXL2	LOXL2	2
ENTPD4	ENTPD4	4
CTC-756D1.2	CTC-756D1.2	0
CTC-756D1.3	CTC-756D1.3	0
SLC25A37	SLC25A37	18
AC051642.1	AC051642.1	0
FP15737	FP15737	0
NKX3-1	NKX3-1	0
NKX2-6	NKX2-6	0
RP11-175E9.1	RP11-175E9.1	0
RP11-213G6.2	RP11-213G6.2	0
STC1	STC1	0
RP11-203E8.1	RP11-203E8.1	0
ADAM28	ADAM28	35
RP11-624C23.1	RP11-624C23.1	3
ADAMDEC1	ADAMDEC1	0
ADAM7	ADAM7	0
RP11-561E1.1	RP11-561E1.1	0
GS1-72M22.1	GS1-72M22.1	0
NEFM	NEFM	0
CTD-2168K21.2	CTD-2168K21.2	0
CTD-2168K21.1	CTD-2168K21.1	0
DOCK5	DOCK5	0
GNRH1	GNRH1	1
RP11-395I14.2	RP11-395I14.2	0
KCTD9	KCTD9	2
CDCA2	CDCA2	0
RP11-219J21.1	RP11-219J21.1	0
RP11-219J21.2	RP11-219J21.2	0
RP11-299D14.2	RP11-299D14.2	0
EBF2	EBF2	0
PPP2R2A	PPP2R2A	32
BNIP3L	BNIP3L	55
PNMA2	PNMA2	0
DPYSL2	DPYSL2	1
ADRA1A	ADRA1A	0
RP11-521M14.2	RP11-521M14.2	0
RP11-521M14.1	RP11-521M14.1	0
STMN4	STMN4	0
TRIM35	TRIM35	2
PTK2B	PTK2B	35
CHRNA2	CHRNA2	0
EPHX2	EPHX2	18
CLU	CLU	1
SCARA3	SCARA3	0
CCDC25	CCDC25	39
RP11-16P20.3	RP11-16P20.3	0
ESCO2	ESCO2	0
PBK	PBK	0
SCARA5	SCARA5	0
RP11-597M17.1	RP11-597M17.1	0
NUGGC	NUGGC	3
ELP3	ELP3	11
RP11-380I10.4	RP11-380I10.4	0
PNOC	PNOC	79
ZNF395	ZNF395	8
FBXO16	FBXO16	0
RP11-181B11.2	RP11-181B11.2	0
FZD3	FZD3	1
EXTL3	EXTL3	1
EXTL3-AS1	EXTL3-AS1	1
INTS9	INTS9	9
RP11-662B19.2	RP11-662B19.2	0
HMBOX1	HMBOX1	28
CTD-2647L4.5	CTD-2647L4.5	0
KIF13B	KIF13B	3
CTD-2647L4.1	CTD-2647L4.1	0
DUSP4	DUSP4	4
RP11-486M23.1	RP11-486M23.1	0
RP11-486M23.2	RP11-486M23.2	0
LINC00589	LINC00589	0
AC145110.1	AC145110.1	0
RP11-94H18.1	RP11-94H18.1	0
RP11-94H18.2	RP11-94H18.2	0
RP11-489E7.1	RP11-489E7.1	1
FAM183CP	FAM183CP	0
TMEM66	TMEM66	414
RP11-489E7.4	RP11-489E7.4	53
LEPROTL1	LEPROTL1	109
MBOAT4	MBOAT4	0
RP11-51J9.5	RP11-51J9.5	63
DCTN6	DCTN6	18
RP11-51J9.4	RP11-51J9.4	0
RP11-51J9.6	RP11-51J9.6	0
RBPMS-AS1	RBPMS-AS1	0
RBPMS	RBPMS	0
GTF2E2	GTF2E2	39
CTD-2373N4.5	CTD-2373N4.5	0
SMIM18	SMIM18	0
GSR	GSR	9
PPP2CB	PPP2CB	4
TEX15	TEX15	0
PURG	PURG	0
WRN	WRN	0
RP11-363L24.3	RP11-363L24.3	0
RP11-566H8.3	RP11-566H8.3	0
RP11-566H8.1	RP11-566H8.1	0
NRG1	NRG1	0
RP11-1002K11.1	RP11-1002K11.1	0
RP11-11N9.4	RP11-11N9.4	4
RP11-722E23.2	RP11-722E23.2	0
FUT10	FUT10	2
TTI2	TTI2	2
MAK16	MAK16	3
RNF122	RNF122	0
DUSP26	DUSP26	0
RP11-317N12.1	RP11-317N12.1	0
RP1-273G13.3	RP1-273G13.3	0
RP11-431M3.1	RP11-431M3.1	0
RP1-84O15.2	RP1-84O15.2	0
RP11-431M3.2	RP11-431M3.2	0
RP11-258J10.1	RP11-258J10.1	0
UNC5D	UNC5D	0
AC012215.1	AC012215.1	0
RP11-473J6.1	RP11-473J6.1	0
RP11-89M20.2	RP11-89M20.2	0
RP11-962G15.1	RP11-962G15.1	0
KCNU1	KCNU1	0
RP11-419C23.1	RP11-419C23.1	0
RP11-527N22.1	RP11-527N22.1	0
RP11-527N22.2	RP11-527N22.2	0
RP11-150O12.1	RP11-150O12.1	0
RP11-150O12.2	RP11-150O12.2	0
RP11-150O12.5	RP11-150O12.5	0
RP11-150O12.3	RP11-150O12.3	0
RP11-150O12.4	RP11-150O12.4	0
RP11-346L1.2	RP11-346L1.2	0
ZNF703	ZNF703	0
RP11-863K10.2	RP11-863K10.2	0
RP11-863K10.7	RP11-863K10.7	0
ERLIN2	ERLIN2	1
PROSC	PROSC	45
GPR124	GPR124	0
BRF2	BRF2	8
RAB11FIP1	RAB11FIP1	16
GOT1L1	GOT1L1	0
ADRB3	ADRB3	0
EIF4EBP1	EIF4EBP1	40
ASH2L	ASH2L	11
RP11-90P5.5	RP11-90P5.5	0
STAR	STAR	0
RP11-90P5.2	RP11-90P5.2	0
LSM1	LSM1	60
BAG4	BAG4	8
DDHD2	DDHD2	11
PPAPDC1B	PPAPDC1B	120
WHSC1L1	WHSC1L1	111
RP11-513D5.5	RP11-513D5.5	0
RP11-513D5.2	RP11-513D5.2	0
RP11-350N15.5	RP11-350N15.5	4
LETM2	LETM2	2
RP11-350N15.3	RP11-350N15.3	0
RP11-350N15.6	RP11-350N15.6	0
FGFR1	FGFR1	3
RP11-350N15.4	RP11-350N15.4	0
C8orf86	C8orf86	0
RP11-675F6.3	RP11-675F6.3	0
RP11-675F6.4	RP11-675F6.4	0
RP11-495O10.1	RP11-495O10.1	0
TACC1	TACC1	23
RP11-723D22.3	RP11-723D22.3	0
PLEKHA2	PLEKHA2	24
CTD-2544N14.3	CTD-2544N14.3	0
HTRA4	HTRA4	0
TM2D2	TM2D2	9
ADAM9	ADAM9	0
ADAM32	ADAM32	0
RP11-122L4.1	RP11-122L4.1	0
CTD-2024D23.1	CTD-2024D23.1	0
ADAM18	ADAM18	0
ADAM2	ADAM2	0
IDO1	IDO1	0
RP11-44K6.3	RP11-44K6.3	0
RP11-44K6.4	RP11-44K6.4	0
IDO2	IDO2	0
RP11-359E19.1	RP11-359E19.1	0
RP11-359E19.2	RP11-359E19.2	0
C8orf4	C8orf4	0
RP11-470M17.2	RP11-470M17.2	0
CTA-392C11.1	CTA-392C11.1	0
CTA-392C11.2	CTA-392C11.2	0
RP11-301G7.1	RP11-301G7.1	0
ZMAT4	ZMAT4	0
RP11-465K16.1	RP11-465K16.1	0
SFRP1	SFRP1	0
RP11-15G16.1	RP11-15G16.1	0
GOLGA7	GOLGA7	66
GINS4	GINS4	4
RP11-360L9.4	RP11-360L9.4	0
RP11-360L9.7	RP11-360L9.7	0
AGPAT6	AGPAT6	17
RP11-360L9.8	RP11-360L9.8	0
NKX6-3	NKX6-3	0
ANK1	ANK1	6
RP11-930P14.1	RP11-930P14.1	0
RP11-930P14.2	RP11-930P14.2	1
KAT6A	KAT6A	13
RP11-589C21.6	RP11-589C21.6	11
RP11-589C21.5	RP11-589C21.5	0
AP3M2	AP3M2	7
PLAT	PLAT	0
RP11-231D20.2	RP11-231D20.2	0
IKBKB	IKBKB	18
POLB	POLB	4
DKK4	DKK4	0
VDAC3	VDAC3	75
SLC20A2	SLC20A2	6
RP11-503E24.2	RP11-503E24.2	0
SMIM19	SMIM19	53
RP11-503E24.3	RP11-503E24.3	0
CHRNB3	CHRNB3	0
RP11-412B14.1	RP11-412B14.1	0
CHRNA6	CHRNA6	0
THAP1	THAP1	30
RNF170	RNF170	16
HOOK3	HOOK3	17
RP11-598P20.5	RP11-598P20.5	0
FNTA	FNTA	69
POMK	POMK	2
HGSNAT	HGSNAT	23
LINC00293	LINC00293	0
RP11-350F16.1	RP11-350F16.1	0
RP11-350F16.2	RP11-350F16.2	0
RP11-1134I14.8	RP11-1134I14.8	0
SPIDR	SPIDR	12
CEBPD	CEBPD	8
PRKDC	PRKDC	19
MCM4	MCM4	5
UBE2V2	UBE2V2	42
RP11-567J20.3	RP11-567J20.3	0
RP11-770E5.1	RP11-770E5.1	0
RP11-567J20.2	RP11-567J20.2	0
AC026904.1	AC026904.1	0
RP11-567J20.1	RP11-567J20.1	0
RP11-770E5.3	RP11-770E5.3	0
RP11-770E5.2	RP11-770E5.2	0
EFCAB1	EFCAB1	0
SNAI2	SNAI2	0
C8orf22	C8orf22	0
RP11-10H3.1	RP11-10H3.1	0
RP11-738G5.1	RP11-738G5.1	0
RP11-738G5.2	RP11-738G5.2	0
RP11-109P6.2	RP11-109P6.2	0
RP11-401N18.1	RP11-401N18.1	0
SNTG1	SNTG1	0
RP11-401H2.1	RP11-401H2.1	0
PXDNL	PXDNL	0
RP11-11C20.3	RP11-11C20.3	0
PCMTD1	PCMTD1	26
AC090186.1	AC090186.1	1
RP11-110G21.1	RP11-110G21.1	10
RP11-546K22.3	RP11-546K22.3	0
RP11-546K22.1	RP11-546K22.1	0
RP11-546K22.2	RP11-546K22.2	0
ST18	ST18	0
RP11-26M5.3	RP11-26M5.3	0
RP11-26M5.2	RP11-26M5.2	0
RP11-1023P17.2	RP11-1023P17.2	0
FAM150A	FAM150A	0
RB1CC1	RB1CC1	12
NPBWR1	NPBWR1	0
RP11-162D9.3	RP11-162D9.3	0
OPRK1	OPRK1	0
RP11-1081M5.2	RP11-1081M5.2	0
RP11-1081M5.1	RP11-1081M5.1	0
RP11-400K9.3	RP11-400K9.3	0
RP11-400K9.4	RP11-400K9.4	0
ATP6V1H	ATP6V1H	32
RGS20	RGS20	0
RP11-1070A24.2	RP11-1070A24.2	0
TCEA1	TCEA1	127
RP11-30L15.6	RP11-30L15.6	0
LYPLA1	LYPLA1	51
MRPL15	MRPL15	34
SOX17	SOX17	0
RP11-53M11.3	RP11-53M11.3	0
RP1	RP1	0
XKR4	XKR4	0
RP11-386G21.1	RP11-386G21.1	0
RP11-386G21.2	RP11-386G21.2	0
RP11-628E19.2	RP11-628E19.2	0
TMEM68	TMEM68	10
TGS1	TGS1	33
LYN	LYN	43
RP11-446E9.2	RP11-446E9.2	0
RPS20	RPS20	780
CTA-397H3.3	CTA-397H3.3	0
MOS	MOS	0
PLAG1	PLAG1	1
CHCHD7	CHCHD7	70
RP11-140I16.3	RP11-140I16.3	0
SDR16C5	SDR16C5	1
PENK	PENK	1
RP11-17A4.2	RP11-17A4.2	0
LINC00968	LINC00968	0
RP11-17A4.3	RP11-17A4.3	0
RP11-17A4.4	RP11-17A4.4	0
IMPAD1	IMPAD1	5
RP11-513O17.2	RP11-513O17.2	0
RP11-513O17.3	RP11-513O17.3	0
LINC00588	LINC00588	0
RP11-756K15.2	RP11-756K15.2	0
RP11-246K15.1	RP11-246K15.1	0
RP11-388G22.1	RP11-388G22.1	0
CTD-2339F6.1	CTD-2339F6.1	0
RP11-44D19.1	RP11-44D19.1	0
RP11-1112C15.1	RP11-1112C15.1	0
FAM110B	FAM110B	0
RP11-1112C15.2	RP11-1112C15.2	0
RP11-648L3.2	RP11-648L3.2	0
UBXN2B	UBXN2B	6
CYP7A1	CYP7A1	0
SDCBP	SDCBP	36
NSMAF	NSMAF	8
TOX	TOX	4
RP11-25K19.1	RP11-25K19.1	9
RP11-379I19.1	RP11-379I19.1	0
RP11-379I19.3	RP11-379I19.3	0
RP11-27P7.1	RP11-27P7.1	0
CA8	CA8	0
RP11-163N6.2	RP11-163N6.2	0
RAB2A	RAB2A	84
RP11-91I20.4	RP11-91I20.4	0
RP11-91I20.3	RP11-91I20.3	0
RP11-91I20.2	RP11-91I20.2	2
RP11-91I20.1	RP11-91I20.1	0
CHD7	CHD7	11
RP11-33I11.2	RP11-33I11.2	0
AC022182.1	AC022182.1	2
AC022182.3	AC022182.3	7
CLVS1	CLVS1	0
RP11-787D18.2	RP11-787D18.2	0
RP11-787D18.1	RP11-787D18.1	0
ASPH	ASPH	6
RP11-280G9.1	RP11-280G9.1	0
RP11-705O24.1	RP11-705O24.1	0
RP11-705O24.3	RP11-705O24.3	0
RP11-705O24.2	RP11-705O24.2	0
NKAIN3	NKAIN3	0
RP11-577N1.1	RP11-577N1.1	0
RP11-659E9.2	RP11-659E9.2	0
GGH	GGH	9
RP11-659E9.4	RP11-659E9.4	0
TTPA	TTPA	0
YTHDF3-AS1	YTHDF3-AS1	6
YTHDF3	YTHDF3	15
RP11-16E18.3	RP11-16E18.3	0
CTD-3046C4.1	CTD-3046C4.1	0
RP11-45K10.2	RP11-45K10.2	0
RP11-573J24.1	RP11-573J24.1	0
RP11-32K4.1	RP11-32K4.1	0
RP11-579E24.2	RP11-579E24.2	0
RP11-579E24.1	RP11-579E24.1	0
LINC00966	LINC00966	0
RP11-21C4.1	RP11-21C4.1	0
BHLHE22	BHLHE22	0
CYP7B1	CYP7B1	0
RP11-1D12.2	RP11-1D12.2	0
CTD-3025N20.2	CTD-3025N20.2	0
CTD-3025N20.3	CTD-3025N20.3	0
ARMC1	ARMC1	25
MTFR1	MTFR1	5
RP11-707M3.3	RP11-707M3.3	2
PDE7A	PDE7A	16
CTD-2532N20.1	CTD-2532N20.1	0
DNAJC5B	DNAJC5B	4
AC084082.3	AC084082.3	0
TRIM55	TRIM55	0
CRH	CRH	0
LINC00967	LINC00967	0
RP11-346I3.4	RP11-346I3.4	1
RRS1	RRS1	24
ADHFE1	ADHFE1	5
C8orf46	C8orf46	0
MYBL1	MYBL1	2
VCPIP1	VCPIP1	5
C8orf44-SGK3	C8orf44-SGK3	0
C8orf44	C8orf44	9
SGK3	SGK3	2
MCMDC2	MCMDC2	0
TCF24	TCF24	0
PPP1R42	PPP1R42	1
COPS5	COPS5	73
CSPP1	CSPP1	14
ARFGEF1	ARFGEF1	8
RP11-7F18.2	RP11-7F18.2	1
CPA6	CPA6	0
RP11-396J6.1	RP11-396J6.1	0
PREX2	PREX2	0
RP11-403D15.2	RP11-403D15.2	0
RP11-664D7.4	RP11-664D7.4	0
C8orf34	C8orf34	0
RP11-865I6.2	RP11-865I6.2	0
RP11-600K15.1	RP11-600K15.1	0
RP11-21C17.1	RP11-21C17.1	0
RP11-744J10.3	RP11-744J10.3	0
SULF1	SULF1	0
SLCO5A1	SLCO5A1	0
RP11-102F4.2	RP11-102F4.2	0
RP11-159H10.3	RP11-159H10.3	0
AC090574.1	AC090574.1	0
PRDM14	PRDM14	0
NCOA2	NCOA2	7
Metazoa_SRP	Metazoa_SRP	0
RP11-333A23.4	RP11-333A23.4	0
TRAM1	TRAM1	83
AC120194.1	AC120194.1	0
RP11-382J12.1	RP11-382J12.1	4
LACTB2	LACTB2	13
XKR9	XKR9	0
RP11-326E22.1	RP11-326E22.1	0
EYA1	EYA1	0
RP11-1102P16.1	RP11-1102P16.1	0
RP11-1144P22.1	RP11-1144P22.1	0
RP11-281N10.1	RP11-281N10.1	0
RP11-383H13.1	RP11-383H13.1	0
MSC	MSC	2
TRPA1	TRPA1	0
RP11-142A23.1	RP11-142A23.1	0
RP11-351E7.1	RP11-351E7.1	0
KCNB2	KCNB2	0
RP11-1145L24.1	RP11-1145L24.1	0
RP11-531A24.3	RP11-531A24.3	0
TERF1	TERF1	36
RP11-531A24.7	RP11-531A24.7	0
RP11-531A24.5	RP11-531A24.5	1
SBSPON	SBSPON	0
RPL7	RPL7	780
RDH10	RDH10	0
RP11-434I12.2	RP11-434I12.2	0
RP11-434I12.3	RP11-434I12.3	0
RP11-434I12.4	RP11-434I12.4	0
